parking_id,horizon,n_first,n_second,mae_first,mae_second,mae_overall,baseline_mae,baseline_name,evidence_report,evaluated_at,status,reason
29,60,565,659,5.399,6.945,6.232,6.799,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · persistence(6.80) 대비 우위
30,60,565,659,9.967,11.4,10.738,9.54,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,not_reproduced,한쪽 구간에서만 합격 — 재현되지 않음
31,60,565,659,5.069,2.48,3.675,2.401,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,below_baseline,seasonal_naive 기준선(2.40)보다 나쁨 — 모델을 쓸 이유가 없음
33,60,565,659,2.962,5.268,4.204,5.481,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · persistence(5.48) 대비 우위
34,60,565,659,3.418,2.531,2.941,3.545,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · seasonal_naive(3.54) 대비 우위
36,60,565,659,2.418,2.929,2.693,3.799,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · persistence(3.80) 대비 우위
37,60,565,659,1.697,1.96,1.839,3.266,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · persistence(3.27) 대비 우위
38,60,565,659,2.329,3.471,2.944,3.972,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · lag_7d(3.97) 대비 우위
39,60,565,659,2.306,2.69,2.512,3.337,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · persistence(3.34) 대비 우위
40,60,565,659,4.654,5.51,5.115,5.899,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · persistence(5.90) 대비 우위
42,60,565,659,4.957,4.027,4.456,5.169,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · persistence(5.17) 대비 우위
48,60,213,322,9.86,10.281,10.113,11.109,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,not_reproduced,한쪽 구간에서만 합격 — 재현되지 않음
52,60,27,178,4.291,5.966,5.746,5.655,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 27행/후반 178행)
53,60,223,325,4.769,5.585,5.253,6.151,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · seasonal_naive(6.15) 대비 우위
56,60,72,258,9.44,9.013,9.106,8.575,lag_24h,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 72행/후반 258행)
81,60,565,659,5.639,5.422,5.522,6.962,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · persistence(6.96) 대비 우위
82,60,565,659,1.842,1.747,1.791,2.4,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · persistence(2.40) 대비 우위
106,60,565,659,0.01,3.369,1.818,1.824,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · persistence(1.82) 대비 우위
108,60,565,659,0.935,4.522,2.866,1.995,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,below_baseline,lag_7d 기준선(1.99)보다 나쁨 — 모델을 쓸 이유가 없음
112,60,565,659,5.977,5.147,5.53,6.758,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · seasonal_naive(6.76) 대비 우위
121,60,565,659,2.133,3.331,2.778,2.978,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · persistence(2.98) 대비 우위
161,60,39,249,9.408,11.905,11.567,12.786,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 39행/후반 249행)
162,60,39,246,8.446,12.738,12.151,12.047,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 39행/후반 246행)
163,60,39,249,0.004,5.97,5.162,4.363,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 39행/후반 249행)
164,60,39,249,6.945,6.281,6.371,8.973,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 39행/후반 249행)
165,60,39,249,5.913,24.026,21.573,17.218,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 39행/후반 249행)
166,60,39,249,3.638,6.672,6.262,7.917,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 39행/후반 249행)
167,60,39,249,4.687,15.29,13.854,15.499,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 39행/후반 249행)
168,60,39,249,15.356,13.603,13.84,14.233,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 39행/후반 249행)
169,60,39,247,9.492,14.46,13.783,13.119,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 39행/후반 247행)
170,60,39,249,14.051,11.208,11.593,13.889,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 39행/후반 249행)
171,60,39,249,7.426,11.613,11.046,10.764,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 39행/후반 249행)
172,60,39,213,0.357,3.986,3.424,4.097,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 39행/후반 213행)
181,60,565,659,3.203,2.687,2.925,3.927,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · seasonal_naive(3.93) 대비 우위
182,60,565,659,5.235,5.435,5.342,5.456,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · persistence(5.46) 대비 우위
183,60,565,659,7.169,8.227,7.739,8.19,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · persistence(8.19) 대비 우위
201,60,565,659,3.432,8.425,6.12,6.957,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · persistence(6.96) 대비 우위
241,60,91,294,10.261,11.532,11.232,9.3,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 91행/후반 294행)
261,60,91,294,8.443,9.381,9.159,10.566,lag_24h,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 91행/후반 294행)
262,60,91,294,9.013,11.415,10.847,12.456,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 91행/후반 294행)
401,60,565,659,5.852,6.67,6.292,6.718,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · persistence(6.72) 대비 우위
421,60,565,659,3.83,4.845,4.377,5.518,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · persistence(5.52) 대비 우위
441,60,565,659,3.343,5.385,4.442,4.869,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · persistence(4.87) 대비 우위
461,60,565,659,4.39,6.473,5.511,6.115,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · persistence(6.12) 대비 우위
521,60,565,659,2.172,1.955,2.055,2.3,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · persistence(2.30) 대비 우위
522,60,565,659,1.532,1.55,1.541,1.716,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · persistence(1.72) 대비 우위
7,120,151,253,0.032,1.006,0.642,0.86,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · lag_7d(0.86) 대비 우위
8,120,466,573,4.407,3.762,4.051,4.502,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · lag_7d(4.50) 대비 우위
9,120,466,573,3.832,3.046,3.399,2.93,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,below_baseline,seasonal_naive 기준선(2.93)보다 나쁨 — 모델을 쓸 이유가 없음
10,120,466,573,4.629,3.536,4.026,4.194,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · lag_7d(4.19) 대비 우위
11,120,466,573,7.474,5.988,6.654,5.995,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,below_baseline,lag_7d 기준선(6.00)보다 나쁨 — 모델을 쓸 이유가 없음
12,120,466,573,2.735,2.361,2.529,3.366,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · persistence(3.37) 대비 우위
13,120,466,573,3.668,5.943,4.923,5.168,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · persistence(5.17) 대비 우위
14,120,15,126,10.587,0.581,1.645,1.305,lag_24h,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 15행/후반 126행)
16,120,466,573,3.949,2.268,3.022,2.385,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,below_baseline,seasonal_naive 기준선(2.38)보다 나쁨 — 모델을 쓸 이유가 없음
17,120,466,573,1.866,2.404,2.162,3.025,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · persistence(3.03) 대비 우위
18,120,466,573,4.545,4.155,4.33,3.703,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,below_baseline,seasonal_naive 기준선(3.70)보다 나쁨 — 모델을 쓸 이유가 없음
20,120,466,573,4.27,3.095,3.622,3.793,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · seasonal_naive(3.79) 대비 우위
21,120,466,573,3.511,3.274,3.38,4.492,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · seasonal_naive(4.49) 대비 우위
22,120,52,189,8.498,8.343,8.376,9.699,lag_24h,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 52행/후반 189행)
23,120,27,135,8.607,4.741,5.386,5.761,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 27행/후반 135행)
24,120,466,573,4.485,4.477,4.481,6.535,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · persistence(6.53) 대비 우위
25,120,466,573,7.138,6.948,7.033,9.329,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · persistence(9.33) 대비 우위
26,120,355,573,10.144,7.832,8.716,11.419,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,not_reproduced,한쪽 구간에서만 합격 — 재현되지 않음
27,120,466,573,3.938,3.02,3.432,5.425,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · lag_7d(5.43) 대비 우위
28,120,466,573,4.688,4.463,4.564,4.431,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,below_baseline,seasonal_naive 기준선(4.43)보다 나쁨 — 모델을 쓸 이유가 없음
29,120,466,573,7.006,7.854,7.474,9.798,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · persistence(9.80) 대비 우위
30,120,466,573,11.357,13.177,12.361,9.208,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,failed,양쪽 모두 MAE 10%p 초과
31,120,466,573,7.56,3.662,5.411,2.505,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,below_baseline,seasonal_naive 기준선(2.51)보다 나쁨 — 모델을 쓸 이유가 없음
33,120,466,573,3.756,5.939,4.96,6.394,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · lag_7d(6.39) 대비 우위
34,120,466,573,4.837,3.075,3.866,3.369,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,below_baseline,seasonal_naive 기준선(3.37)보다 나쁨 — 모델을 쓸 이유가 없음
36,120,466,573,4.073,4.052,4.062,5.855,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · persistence(5.85) 대비 우위
37,120,466,573,2.193,2.516,2.371,3.356,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · lag_7d(3.36) 대비 우위
38,120,466,573,3.521,4.467,4.043,4.016,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,below_baseline,lag_7d 기준선(4.02)보다 나쁨 — 모델을 쓸 이유가 없음
39,120,466,573,3.046,3.19,3.125,3.782,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · seasonal_naive(3.78) 대비 우위
40,120,466,573,6.146,7.065,6.653,9.143,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · persistence(9.14) 대비 우위
42,120,466,573,6.369,7.233,6.845,8.38,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · lag_7d(8.38) 대비 우위
48,120,141,250,13.027,10.532,11.432,11.606,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,failed,양쪽 모두 MAE 10%p 초과
52,120,15,124,5.625,5.395,5.42,5.654,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 15행/후반 124행)
53,120,151,253,7.314,6.272,6.661,6.458,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,below_baseline,seasonal_naive 기준선(6.46)보다 나쁨 — 모델을 쓸 이유가 없음
56,120,32,192,7.03,10.345,9.871,8.057,lag_24h,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 32행/후반 192행)
81,120,466,573,8.051,6.906,7.42,6.9,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,below_baseline,seasonal_naive 기준선(6.90)보다 나쁨 — 모델을 쓸 이유가 없음
82,120,466,573,2.692,2.584,2.633,2.766,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · seasonal_naive(2.77) 대비 우위
106,120,466,573,0.102,5.712,3.196,3.33,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · lag_7d(3.33) 대비 우위
108,120,466,573,3.073,3.906,3.532,1.978,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,below_baseline,lag_7d 기준선(1.98)보다 나쁨 — 모델을 쓸 이유가 없음
112,120,466,573,9.725,6.196,7.779,6.715,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,below_baseline,seasonal_naive 기준선(6.72)보다 나쁨 — 모델을 쓸 이유가 없음
121,120,466,573,3.243,5.444,4.457,5.647,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · persistence(5.65) 대비 우위
161,120,27,189,10.62,15.791,15.145,18.382,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 27행/후반 189행)
162,120,27,186,11.833,16.704,16.087,17.371,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 27행/후반 186행)
163,120,27,189,0.023,6.925,6.063,4.872,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 27행/후반 189행)
164,120,27,189,5.777,7.482,7.269,8.931,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 27행/후반 189행)
165,120,27,189,9.685,25.403,23.438,16.702,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 27행/후반 189행)
166,120,27,189,4.47,7.688,7.286,7.84,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 27행/후반 189행)
167,120,27,189,6.369,13.675,12.761,14.7,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 27행/후반 189행)
168,120,27,189,19.547,13.83,14.545,12.973,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 27행/후반 189행)
169,120,27,187,11.447,15.431,14.928,11.559,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 27행/후반 187행)
170,120,27,189,23.869,13.757,15.021,17.929,lag_24h,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 27행/후반 189행)
171,120,27,189,16.284,13.887,14.187,12.531,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 27행/후반 189행)
172,120,27,159,0.466,5.104,4.431,4.251,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 27행/후반 159행)
181,120,466,573,4.267,3.268,3.716,4.108,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · seasonal_naive(4.11) 대비 우위
182,120,466,573,7.858,7.776,7.813,8.587,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · persistence(8.59) 대비 우위
183,120,466,573,10.2,11.146,10.722,13.08,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,failed,양쪽 모두 MAE 10%p 초과
201,120,466,573,5.582,15.104,10.833,12.004,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,not_reproduced,한쪽 구간에서만 합격 — 재현되지 않음
241,120,32,222,6.39,11.588,10.933,9.163,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 32행/후반 222행)
261,120,32,222,7.737,11.36,10.903,10.553,lag_24h,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 32행/후반 222행)
262,120,32,222,5.968,11.762,11.032,14.036,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 32행/후반 222행)
401,120,466,573,7.662,7.981,7.838,9.361,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · persistence(9.36) 대비 우위
421,120,466,573,5.233,5.775,5.532,7.965,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · lag_7d(7.97) 대비 우위
441,120,466,573,3.981,7.835,6.106,7.232,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · persistence(7.23) 대비 우위
461,120,466,573,6.232,7.79,7.091,8.967,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · lag_7d(8.97) 대비 우위
521,120,466,573,3.132,2.342,2.696,3.278,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · persistence(3.28) 대비 우위
522,120,466,573,2.096,1.943,2.012,2.401,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · seasonal_naive(2.40) 대비 우위
7,180,102,190,0.475,0.609,0.563,0.214,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,below_baseline,lag_7d 기준선(0.21)보다 나쁨 — 모델을 쓸 이유가 없음
8,180,384,501,4.486,3.705,4.044,4.322,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · lag_7d(4.32) 대비 우위
9,180,384,501,4.523,2.852,3.577,2.937,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,below_baseline,seasonal_naive 기준선(2.94)보다 나쁨 — 모델을 쓸 이유가 없음
10,180,384,501,5.088,4.48,4.744,4.21,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,below_baseline,lag_7d 기준선(4.21)보다 나쁨 — 모델을 쓸 이유가 없음
11,180,384,501,8.226,6.833,7.437,5.979,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,below_baseline,lag_7d 기준선(5.98)보다 나쁨 — 모델을 쓸 이유가 없음
12,180,384,501,3.293,2.515,2.852,3.49,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · seasonal_naive(3.49) 대비 우위
13,180,384,501,4.829,5.89,5.43,5.895,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · persistence(5.90) 대비 우위
14,180,3,87,19.794,0.965,1.592,0.243,lag_24h,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 3행/후반 87행)
16,180,384,501,4.367,1.957,3.003,2.346,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,below_baseline,seasonal_naive 기준선(2.35)보다 나쁨 — 모델을 쓸 이유가 없음
17,180,384,501,1.798,2.888,2.415,3.355,lag_24h,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · lag_24h(3.36) 대비 우위
18,180,384,501,6.428,5.032,5.638,3.236,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,below_baseline,seasonal_naive 기준선(3.24)보다 나쁨 — 모델을 쓸 이유가 없음
20,180,384,501,4.811,3.046,3.812,3.462,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,below_baseline,seasonal_naive 기준선(3.46)보다 나쁨 — 모델을 쓸 이유가 없음
21,180,384,501,4.757,3.051,3.791,4.92,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · seasonal_naive(4.92) 대비 우위
22,180,18,135,7.807,8.01,7.986,9.307,lag_24h,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 18행/후반 135행)
23,180,15,87,8.75,6.31,6.668,6.209,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 15행/후반 87행)
24,180,384,501,4.556,5.459,5.067,9.064,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · persistence(9.06) 대비 우위
25,180,384,501,8.649,8.133,8.357,8.891,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · lag_7d(8.89) 대비 우위
26,180,285,501,8.443,9.14,8.887,10.577,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · lag_7d(10.58) 대비 우위
27,180,384,501,4.455,3.57,3.954,5.217,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · lag_7d(5.22) 대비 우위
28,180,384,501,4.703,5.049,4.899,3.702,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,below_baseline,seasonal_naive 기준선(3.70)보다 나쁨 — 모델을 쓸 이유가 없음
29,180,384,501,7.325,7.826,7.608,8.986,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · seasonal_naive(8.99) 대비 우위
30,180,384,501,11.859,12.738,12.357,9.497,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,failed,양쪽 모두 MAE 10%p 초과
31,180,384,501,6.686,3.911,5.115,2.554,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,below_baseline,seasonal_naive 기준선(2.55)보다 나쁨 — 모델을 쓸 이유가 없음
33,180,384,501,4.229,6.624,5.585,6.464,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · lag_7d(6.46) 대비 우위
34,180,384,501,4.771,3.356,3.97,3.091,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,below_baseline,seasonal_naive 기준선(3.09)보다 나쁨 — 모델을 쓸 이유가 없음
36,180,384,501,5.044,4.764,4.885,6.788,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · persistence(6.79) 대비 우위
37,180,384,501,2.256,2.84,2.587,3.258,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · lag_7d(3.26) 대비 우위
38,180,384,501,4.589,3.92,4.21,4.0,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,below_baseline,lag_7d 기준선(4.00)보다 나쁨 — 모델을 쓸 이유가 없음
39,180,384,501,3.906,3.121,3.461,4.007,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · seasonal_naive(4.01) 대비 우위
40,180,384,501,6.278,8.613,7.6,11.119,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · lag_7d(11.12) 대비 우위
42,180,384,501,7.735,8.008,7.89,8.48,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · lag_7d(8.48) 대비 우위
48,180,92,187,15.79,10.495,12.241,11.641,lag_24h,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 92행/후반 187행)
52,180,3,85,15.384,8.156,8.402,5.227,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 3행/후반 85행)
53,180,102,190,7.581,7.261,7.372,7.013,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,below_baseline,seasonal_naive 기준선(7.01)보다 나쁨 — 모델을 쓸 이유가 없음
56,180,6,141,5.78,10.475,10.284,8.078,lag_24h,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 6행/후반 141행)
81,180,384,501,8.807,7.08,7.829,6.514,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,below_baseline,seasonal_naive 기준선(6.51)보다 나쁨 — 모델을 쓸 이유가 없음
82,180,384,501,3.846,3.01,3.373,2.813,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,below_baseline,seasonal_naive 기준선(2.81)보다 나쁨 — 모델을 쓸 이유가 없음
106,180,384,501,0.513,8.052,4.781,3.238,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,below_baseline,lag_7d 기준선(3.24)보다 나쁨 — 모델을 쓸 이유가 없음
